Length,Width,Thickness
53.7217,15.53417,1.69964
52.885,18.79362,1.53046
54.53886,15.56269,1.56303
54.36903,12.57751,1.76559
52.52097,19.44649,1.61167
59.12813,12.04537,1.85403
57.47391,18.8073,1.92731
58.71822,12.98438,1.75978
52.98551,19.7485,1.88929
52.5984,12.7104,1.94167
53.58204,13.2096,1.8108
52.82482,19.35738,1.55001
56.57222,11.9174,1.77211
56.80406,18.10764,1.69816
55.80699,19.59854,1.70727
50.38991,10.20639,1.65508
54.61961,17.81013,1.60362
57.01221,14.07286,1.94345
52.99415,18.63537,1.67631
56.17876,17.18947,1.70605
55.24505,16.9685,1.85718
52.32945,14.34998,1.8411
59.34551,17.70919,1.65861
53.45297,13.24592,1.52192
54.62598,12.11944,1.94352
52.68709,16.83009,1.73684
57.71989,13.06791,1.9896
55.50346,15.9749,1.80573
52.4096,12.52435,1.50652
52.57754,11.8631,1.70957
50.91606,18.00506,1.96724
52.46444,13.01873,1.96165
50.88397,15.20911,1.63569
56.15187,11.92366,1.99266
57.82078,13.24437,1.55804
50.30471,19.86952,1.90564
57.29455,12.65325,1.75287
59.56466,12.52929,1.79826
54.94483,19.07794,1.73388
52.58726,10.8511,1.65065
57.51268,10.09631,1.80243
50.44361,15.47744,1.53347
51.93988,19.00208,1.74469
52.75021,16.86753,1.57825
50.64587,18.65579,1.91114
55.34866,16.89881,1.71645
51.67612,19.12292,1.68223
52.42606,14.41945,1.91693
56.16325,16.27725,1.72024
52.50804,15.68694,1.53762
57.57088,19.17281,1.70198
50.0809,19.71146,1.69027
56.1275,14.80118,1.93275
54.4973,18.53268,1.60245
55.38287,13.29409,1.70603
53.10028,10.63279,1.89202
58.78431,15.08661,1.55416
56.09672,12.84292,1.56897
57.7172,17.0571,1.65325
55.17964,15.58282,1.71873
52.78093,13.75539,1.98558
58.74862,17.84563,1.6097
50.78935,17.44044,1.91767
54.85014,16.76192,1.96282
59.16618,13.13097,1.70545
54.39244,19.70845,1.68393
53.6672,11.13858,1.7448
52.35525,12.49607,1.74596
52.86908,12.53086,1.89662
58.64656,18.94187,1.89538
58.18799,11.39093,1.96955
55.35796,16.63771,1.8741
56.68346,17.55834,1.9214
52.27212,16.90834,1.88221
56.61209,13.58308,1.52926
51.63494,12.1352,1.50516
58.03581,13.8361,1.87244
58.18671,15.25175,1.7708
54.33196,15.58612,1.85552
57.5335,12.08352,1.87801
59.46199,12.6538,1.85322
55.32266,13.12182,1.80043
51.89908,12.61473,1.74809
57.53269,10.65034,1.70903
56.00724,12.8098,1.50949
53.62609,10.8524,1.687
55.89622,10.54801,1.86796
54.91469,15.90413,1.67799
53.12658,18.51414,1.79298
59.76798,13.61374,1.88222
55.30689,15.01481,1.80729
55.95011,15.97638,1.984
56.12213,13.19788,1.72725
54.29792,19.07302,1.81252
57.42166,16.65503,1.5722
53.3735,14.4052,1.62683
53.55938,19.25957,1.85271
54.06842,10.59418,1.59902
50.7892,10.23446,1.72417
51.38015,18.95711,1.62595
59.86169,12.66417,1.61274
52.20221,11.7482,1.66993
58.60116,13.55338,1.68351
50.57865,11.58856,1.7516
59.7626,14.30443,1.70284
51.51106,12.74095,1.58151
57.49896,13.37921,1.70027
52.14864,18.16535,1.99927
58.45641,18.16502,1.60962
54.6744,13.02606,1.59363
54.84696,12.6782,1.51375
58.27128,10.38502,1.90804
51.56945,18.05992,1.97344
59.38319,19.21555,1.68548
57.3469,15.84666,1.62662
56.26426,18.56304,1.68351
59.22707,19.64743,1.55132
50.38246,14.34858,1.61381
58.49707,14.47502,1.68104
55.64609,14.59482,1.50776
54.74716,17.69179,1.95205
52.20986,15.56266,1.79072
54.38044,10.66447,2.37468
52.0948,19.69418,2.1087
54.25314,19.8675,2.02826
53.55583,10.50644,2.34863
50.67302,15.36449,2.24086
51.58992,10.15081,2.45671
53.6744,13.42822,2.4095
50.68404,18.13256,2.19584
59.71546,12.60149,2.02376
52.91018,12.78608,2.19607
55.3412,18.90206,2.26401
55.40807,17.64153,2.29246
59.52628,11.84958,2.17692
51.33537,10.81875,2.35456
53.96274,10.58241,2.26352
56.1921,18.79543,2.32594
55.78896,10.0253,2.21785
56.66557,17.20852,2.41837
58.86637,15.4678,2.26799
58.96813,18.45456,2.38586
55.55015,12.42608,2.37236
59.68098,16.79054,2.09791
56.21855,16.13126,2.29832
57.44803,15.02605,2.25033
56.85027,18.8833,2.35269
52.06944,19.34068,2.09479
55.97565,19.36523,2.38765
56.9123,19.79318,2.24793
50.30483,14.65423,2.44092
56.58907,10.00984,2.34515
52.38892,15.13582,2.43923
54.32158,11.76287,2.40051
56.05956,15.25752,2.16687
55.15624,15.54832,2.03049
58.5442,15.10203,2.4951
52.77549,15.11971,2.07379
50.05679,15.11131,2.23395
57.12636,13.38799,2.39019
53.9564,17.2601,2.30102
54.96375,15.59486,2.28741
50.8826,16.86511,2.4173
57.71951,15.81154,2.42648
59.56943,16.24323,2.23905
58.42149,16.58233,2.11177
52.20498,13.97027,2.10235
58.80627,14.47614,2.19949
55.38777,15.89625,2.00875
59.12122,15.56239,2.29757
59.12135,13.50271,2.48969
54.05098,18.58247,2.02139
55.4407,15.47099,2.15694
50.97484,18.55723,2.20352
51.31298,19.0173,2.24521
50.92195,13.39248,2.06092
50.21769,19.43219,2.30092
51.27369,19.92695,2.06046
55.78955,16.04104,2.2724
54.8032,13.79037,2.38989
55.62874,15.61965,2.41109
54.85194,14.33509,2.37696
55.55924,19.82914,2.02196
52.63358,10.37826,2.07593
53.92828,10.3399,2.01163
50.3229,17.6953,2.06272
52.34715,19.51603,2.3489
58.21902,13.4837,2.20551
56.97852,11.40532,2.46469
52.53842,12.11727,2.02522
54.74385,15.92265,2.17744
57.62422,16.45215,2.06022
56.67609,16.79885,2.42233
51.27063,13.5209,2.16973
53.67419,12.61174,2.13284
50.10391,14.42385,2.15232
56.42768,16.40198,2.07631
52.41299,12.87533,2.24535
51.89809,16.67744,2.23214
53.36513,14.02521,2.15929
58.38876,18.41649,2.02771
59.45213,17.92622,2.00812
55.73748,18.84754,2.40845
59.95683,19.73517,2.17565
55.6794,13.50353,2.26238
59.87903,10.64431,2.09542
57.60485,16.45974,2.2117
51.70026,17.78071,2.30109
58.35283,13.60144,2.0761
50.75367,14.7995,2.13889
57.90578,19.13115,2.49079
55.7574,15.98799,2.32803
52.43558,14.80782,2.08814
50.16164,10.04488,2.20866
53.50905,16.4578,2.3844
58.30436,10.54909,2.22996
56.75111,11.45011,2.31222
54.12303,16.31344,2.14173
50.54412,18.39182,2.37933
57.34001,11.85467,2.22637
52.02385,13.87595,2.47978
50.61408,14.56662,2.30298
58.37701,11.34811,2.44182
58.91449,18.7162,2.42945
54.17604,17.15717,2.23912
54.73341,11.82452,2.31715
53.71138,13.7,2.15321
51.76965,10.35562,2.12669
50.23305,16.33201,2.18402
53.13099,14.42258,2.37156
51.65932,15.66568,2.24819
52.10929,18.87823,2.37213
55.38494,13.43004,2.48488
58.61975,13.75066,2.15981
56.14949,13.8764,2.30027
54.99883,14.61086,2.41972
51.96921,19.46595,2.46132
52.38631,15.02543,2.37086
54.87857,18.04585,2.03293
58.82048,18.47758,2.4529
51.78758,10.74904,2.30591
57.70258,18.17696,2.41375
51.30615,10.1451,2.33497
59.00056,17.7743,2.34883
51.03968,11.40652,2.20238
50.48544,17.61022,2.11604
58.82306,13.31054,2.49432
57.67107,12.63735,2.33995
59.58554,11.51036,2.06916
56.81422,13.1456,2.25202
56.3532,17.80124,2.34251
56.55645,16.19888,2.00924
50.44686,15.99113,2.01365
52.29942,17.94682,2.32005
57.35142,10.89868,2.12283
55.25988,19.37894,2.11835
57.94878,16.91324,2.20556
56.92962,17.95986,2.40246
55.95142,10.9723,2.47906
55.41121,15.59402,2.06341
59.13471,10.88674,2.22764
53.24055,16.00672,2.11959
57.69672,16.92538,2.25123
57.65022,12.05676,2.25788
56.19997,17.00691,2.15304
59.63357,15.5931,2.02608
55.84296,14.42253,2.44835
53.7525,16.60285,2.00089
58.084,13.72965,2.4804
57.59213,17.58361,2.29714
51.47044,10.44245,2.17033
51.29361,15.95533,2.01663
50.1765,13.63158,2.06546
56.49757,15.13189,2.12755
57.81692,14.53186,2.02352
50.52416,19.10578,2.41801
58.4524,17.37582,2.40235
50.34806,13.21893,2.46935
53.42509,17.27575,2.45943
56.63051,18.08514,2.90897
59.20296,14.57902,2.89395
51.92638,15.6677,2.75642
56.0201,15.59395,2.94024
57.27165,15.49977,2.58609
50.14356,16.56419,2.98326
50.95313,10.94573,2.80387
57.84741,18.67868,2.92916
54.58239,14.6376,2.84193
52.08245,19.72027,2.85524
58.37199,19.36436,2.51002
51.60894,11.33891,2.96976
58.22412,17.82721,2.59119
55.06877,13.33723,2.98045
50.29878,10.73426,2.53143
51.04125,18.68772,2.98058
51.2456,10.68122,2.80648
55.15047,13.79778,2.93222
59.26927,19.22773,2.87634
54.52191,13.30914,3.02458
55.12122,15.63085,3.20581
57.47465,17.63491,3.22188
50.11057,13.6345,3.45091
57.40958,17.99272,3.24097
58.49769,15.81732,3.06972
50.99338,13.2586,3.30377
56.8911,10.15865,3.02741
58.95404,13.92931,3.47934
58.25051,17.96225,3.46931
51.81358,11.41247,3.4942
51.94282,17.19051,3.21986
56.83338,13.26628,3.13204
50.76535,13.80303,3.10614
59.975,16.31242,3.65577
50.84985,19.64915,3.82944
50.17113,13.75827,3.71352
52.94255,10.54335,3.76486
53.31721,17.50396,3.90927
53.61327,13.62104,3.79731
52.60695,12.08818,3.95972
51.35692,14.57965,3.60979
50.60471,19.16684,3.75235
54.53094,19.49291,3.67409
58.86389,15.0659,3.62092
58.53308,11.76522,3.89811
58.30275,15.3163,3.94599
56.44327,11.03437,3.92672
54.98338,14.11776,3.55452
54.75933,14.43984,3.72297
58.53961,18.16866,4.07213
58.88576,16.18179,4.19499
55.76243,19.10968,4.27272
59.31215,16.68349,4.42529
52.09983,16.40594,4.08228
53.11235,18.6493,4.12456
55.50319,19.08211,4.05019
54.85179,19.50832,4.37345
57.93133,19.90199,5.78185
57.70495,19.37591,5.92319
54.0301,12.4614,5.7718
54.67979,14.11026,6.2687
55.60407,18.61029,6.46321
57.25579,18.15801,6.46965
51.75818,29.50181,1.26316
59.33874,22.34222,1.44325
56.3268,28.86723,1.07411
54.64004,28.32067,1.233
57.54328,23.99616,1.18008
53.09409,25.23578,1.05259
50.64688,26.19015,1.03749
54.66547,25.23824,1.22076
55.56439,29.1166,1.21168
57.78484,27.5645,1.11755
56.54855,21.29429,1.23098
54.81064,29.74808,1.40424
55.50968,25.32131,1.26044
59.20802,20.57484,1.33888
54.09516,23.47563,1.09073
56.14962,21.87674,1.1337
59.87338,20.76224,1.2462
59.65688,22.53353,1.22088
51.65004,21.91672,1.13138
57.76859,24.54883,1.49085
58.0699,20.90847,1.48316
55.52197,26.22057,1.37472
59.48284,23.57,1.02783
54.85105,22.05674,1.18921
52.42896,28.97816,1.16375
56.06366,26.83343,1.33253
55.28337,20.59309,1.29548
52.91281,20.68845,1.17339
52.62517,24.28525,1.33695
58.1987,28.08708,1.11545
57.65165,27.49152,1.24917
52.07224,21.77587,1.12389
57.34064,22.08845,1.40911
54.38552,22.26773,1.01828
53.89953,22.59944,1.39874
58.25637,23.40479,1.09883
54.97304,25.40791,1.42972
55.94935,21.59477,1.17211
51.29936,25.90832,1.14348
50.92095,26.20257,1.18223
50.86466,26.34115,1.28324
52.23666,27.19556,1.26721
56.66549,28.00697,1.18123
57.30816,24.50317,1.31933
50.9331,26.59902,1.00518
59.30068,25.04726,1.3671
57.15634,26.25451,1.00605
59.95439,21.95343,1.17757
57.69679,29.4812,1.41923
54.22802,29.14004,1.18629
57.95184,20.47154,1.34007
55.67937,22.06135,1.37854
52.07747,27.73417,1.43479
52.37806,28.12521,1.46081
52.06094,23.30782,1.34936
53.92404,23.88194,1.1753
55.68388,26.57652,1.37566
58.32706,22.57421,1.09553
51.06133,23.0704,1.35704
54.15308,27.63219,1.40045
58.43837,27.10209,1.22335
54.13646,24.03255,1.09974
54.20425,25.88512,1.03315
56.59765,28.60186,1.28113
55.79554,24.15095,1.23294
52.70336,20.61961,1.42631
59.01434,23.36075,1.05679
56.00933,27.68354,1.17525
52.54268,24.66593,1.07145
58.60521,21.53654,1.22619
50.15269,21.11329,1.2298
56.07363,22.79641,1.44695
59.49532,21.74378,1.05145
58.07528,25.20359,1.39323
50.87738,25.58408,1.2369
58.85317,28.64553,1.32152
54.29218,29.98055,1.44384
53.1545,24.81267,1.2371
55.35133,28.02444,1.36466
50.67287,20.74403,1.37715
57.35247,20.81171,1.01665
51.23243,28.14833,1.22537
52.54699,21.17294,1.11289
51.13404,29.88075,1.48752
59.11645,27.62762,1.05208
59.36778,25.98792,1.2357
54.23143,21.23116,1.46809
57.6265,28.8244,1.38405
51.06883,26.0937,1.4287
53.35557,24.43376,1.48845
53.60986,26.54327,1.22753
54.09759,21.89932,1.31592
55.54375,28.76487,1.11036
58.31812,22.8511,1.00162
50.1119,23.85071,1.04905
59.77112,21.3872,1.18239
58.70496,24.22137,1.16934
55.60044,23.94005,1.3284
52.17936,27.77843,1.1954
52.63331,25.38161,1.12231
55.24108,25.69694,1.29904
58.64204,23.94426,1.00482
54.81609,25.92384,1.37039
52.87703,22.36382,1.45022
51.8125,22.98523,1.37296
55.15008,29.95948,1.0528
53.23328,27.52117,1.16994
53.36331,25.42109,1.03732
59.6741,23.03804,1.23537
52.34394,23.84022,1.08076
54.07608,28.06855,1.09456
56.69652,25.82413,1.44195
53.97576,26.80558,1.06525
52.27381,29.58388,1.03569
53.96102,21.32217,1.94552
51.67663,23.90925,1.6078
52.2884,26.06795,1.65785
50.79973,29.36903,1.71296
53.08598,28.85334,1.63152
53.06726,26.63108,1.9667
53.35623,22.23637,1.91762
57.31891,23.2298,1.84157
51.91638,27.53714,1.62611
57.31789,24.76808,1.9341
50.3811,21.68211,1.52355
50.36251,28.74676,1.52242
53.80561,24.45253,1.63523
51.39113,27.83703,1.58653
54.67329,29.27953,1.71645
52.93984,24.10127,1.71234
59.10884,29.75403,1.51252
59.61687,27.95171,1.88315
59.28985,29.52184,1.6258
53.25957,24.82941,1.7594
52.74484,29.59466,1.84666
59.17829,23.88328,1.57583
58.8612,28.75263,1.78857
59.87189,24.65426,1.97716
56.68612,23.99321,1.78288
51.55597,23.99224,1.5372
54.58539,20.8489,1.98518
51.85097,23.07268,1.55703
59.7321,26.1517,1.82832
58.14686,28.57562,1.81976
54.65636,26.73512,1.69668
54.3431,21.62624,1.51952
56.89772,20.17936,1.80861
50.61852,21.08838,1.85235
54.31247,25.56702,1.83354
58.2362,26.98703,1.69684
54.7368,26.01755,1.59161
56.94843,21.08283,1.77282
52.77939,26.06551,1.84521
59.65474,26.08848,1.80101
54.00412,27.16984,1.86669
54.32706,24.05797,1.53363
58.12311,24.4379,1.87818
56.41607,26.89486,1.57673
50.0376,29.61166,1.60245
50.15791,27.65856,1.63338
58.78527,20.5777,1.995
52.05517,29.93182,1.73948
56.73544,24.65246,1.70251
56.79734,24.62272,1.94448
52.79623,25.95353,1.58517
51.0867,21.70249,1.65884
52.44124,26.78869,1.77444
57.79389,28.53395,1.66664
53.08274,26.6633,1.93823
55.6123,26.47089,1.90577
56.11747,24.80071,1.76466
53.75253,22.51555,1.55993
50.71902,26.5266,1.73114
56.14818,22.08891,1.64333
50.24126,24.08965,1.91929
54.80354,21.15577,1.70349
57.88843,20.43353,1.98047
59.17986,28.30467,1.91455
51.90016,28.3772,1.50299
52.30816,27.67896,1.50098
54.49956,24.22211,1.5182
56.05278,26.15863,1.84437
55.35321,20.66409,1.54482
53.88222,26.70711,1.66417
55.95726,27.3333,1.78309
55.74848,25.03187,1.96233
57.57682,22.63881,1.69766
51.82463,28.67393,1.63842
53.89949,23.02178,1.9446
57.56978,23.62094,1.81946
56.2115,23.21438,1.83007
55.97787,26.55217,1.56102
51.58155,20.77627,1.74742
54.72821,24.77675,1.94265
58.60118,23.72585,1.70769
53.1837,22.5327,1.91474
57.76396,29.71783,1.60182
51.84873,24.66962,1.99819
52.478,23.16994,1.94205
57.1031,22.20021,1.87322
56.33552,25.2065,1.60392
59.95944,20.97621,1.57849
59.57243,22.22383,1.69959
50.58436,27.41774,1.67477
50.87765,20.01153,1.91377
50.99563,28.68753,1.91648
55.35567,28.06483,1.83974
59.62918,25.57915,1.89594
55.19175,21.36055,1.9543
50.33054,22.81344,1.72564
59.86603,26.65845,1.56973
58.95469,25.56473,1.5945
53.04138,26.13769,1.63322
56.01095,22.98295,1.88278
57.00099,23.23784,1.6925
53.56592,21.88642,1.79391
55.92603,24.26255,1.92322
58.77776,21.60624,1.83252
54.37211,25.09754,1.98819
54.58712,27.44722,1.84031
51.53314,23.94771,2.31157
58.19168,24.80784,2.24203
52.49881,26.36701,2.39812
58.53405,25.90749,2.17389
56.51711,29.10246,2.41577
51.13826,28.40951,2.47476
50.6951,20.81029,2.06844
51.27886,23.11501,2.45731
51.67594,23.37294,2.00434
53.60779,26.34965,2.17351
54.39301,28.03389,2.40535
54.74002,22.05184,2.05739
50.47636,28.32579,2.07504
55.49382,25.79399,2.26087
58.3325,24.66222,2.36788
59.19719,22.65237,2.42312
56.09759,26.51013,2.46221
59.81999,23.67479,2.36641
56.87124,27.38009,2.00897
51.35505,20.05539,2.39973
57.41522,20.16802,2.29942
58.6827,23.43335,2.45167
50.6504,25.83955,2.40622
56.0358,29.84936,2.1675
50.3971,20.04342,2.00386
51.8131,26.33363,2.1272
59.62033,27.8465,2.1097
54.14924,24.64339,2.60959
51.39156,24.13656,2.82966
52.26474,28.98236,2.63389
55.78605,20.89204,2.51604
57.05541,26.73721,2.69822
53.44238,21.44012,2.65034
56.534,20.87968,2.51032
51.20826,23.6749,2.72787
51.75647,29.34313,2.9803
54.09418,24.74818,2.7485
56.0236,25.38763,2.96477
58.83683,25.91394,2.58147
57.83297,24.2602,2.58027
56.94563,24.2837,2.57271
59.22849,25.52269,2.81748
56.61526,20.83013,2.93069
51.83888,25.48611,2.52222
58.71979,20.18476,2.58288
58.70624,23.21722,2.53223
51.74187,20.26641,2.56463
55.32528,23.44262,2.86301
55.28027,26.26552,2.88135
58.78093,29.18358,2.51503
50.28558,23.50646,2.87029
50.06241,28.95639,2.70597
50.92576,29.60444,2.9444
53.47653,22.58036,2.69201
55.86688,26.6904,2.91622
51.63199,20.68284,2.80359
59.16795,27.09411,2.58696
56.39069,29.44453,2.57493
53.25092,28.22196,2.95821
57.80069,28.97502,2.6695
51.70307,22.32878,2.50214
50.33761,20.98065,2.96121
56.49321,28.84704,2.63504
54.43277,25.28488,2.64345
56.47944,21.86219,2.95071
53.76715,22.13475,3.07307
54.9998,21.89897,3.43724
58.35162,26.11708,3.42123
54.96802,29.72871,3.35885
58.68097,25.76798,3.06135
56.10653,24.67763,3.3012
53.92936,25.88415,3.2227
55.79362,29.03424,3.07057
56.67168,28.46184,3.31171
50.98106,20.04161,3.42276
55.35955,24.95258,3.28495
58.66265,28.22667,3.10932
55.65846,29.46177,3.45728
53.3728,26.67531,3.05861
52.82809,28.85688,3.55319
53.82487,23.22857,3.87159
52.71758,21.40195,3.9729
59.68058,25.35191,3.5316
52.9778,24.67403,3.56272
52.58592,24.43802,3.83875
50.37394,25.06952,3.62515
58.47416,29.52946,3.82059
53.87377,23.5494,3.72808
56.06902,26.58424,3.78597
54.88882,26.30657,3.75409
59.07648,24.26386,4.40711
54.62144,20.21217,4.11532
54.52528,21.68386,4.18593
52.18299,22.1388,4.32474
58.11683,25.34252,4.12123
52.74299,27.2703,4.30502
55.77565,25.94515,4.4473
55.79388,26.70728,4.09819
53.77692,29.61128,5.32022
57.76033,23.32026,5.44778
52.11023,25.47788,5.22182
58.5569,30.88898,1.05524
54.99208,31.7791,1.06773
57.21995,38.17645,1.4632
51.61069,38.43037,1.09749
58.31251,38.3887,1.08054
51.76442,37.11282,1.46126
58.41228,31.83813,1.23022
53.49986,30.28787,1.01976
55.86967,36.82996,1.45519
56.68199,37.26544,1.10225
53.9404,31.88345,1.2223
57.9295,35.68406,1.26973
53.38846,33.7517,1.12604
57.74099,34.84009,1.43457
52.73214,31.69886,1.3584
53.84726,33.13595,1.01083
56.45561,34.29532,1.26465
50.46151,34.14929,1.47518
52.31415,31.56008,1.27992
52.81239,31.07832,1.02122
52.34291,34.44574,1.46155
59.24734,38.11192,1.26795
55.4712,37.02202,1.17179
50.35949,32.60258,1.39783
59.43918,34.79245,1.08773
56.30189,31.17712,1.02997
58.3037,35.22509,1.49327
57.14649,30.40624,1.43197
58.68411,31.3417,1.0344
55.47217,37.72852,1.1216
57.17819,35.71182,1.17112
57.42664,35.48557,1.22796
52.48168,38.28804,1.48598
54.7844,34.01783,1.09179
59.01563,37.93095,1.03902
54.29806,36.9071,1.38192
53.9477,32.43484,1.44874
57.69234,39.82,1.17714
58.91331,33.04244,1.4651
56.996,36.67358,1.34098
52.00212,30.52063,1.48617
54.67531,34.62186,1.06124
57.41378,38.47239,1.02289
53.87109,36.29301,1.35657
57.82899,32.30327,1.29437
52.27109,30.89104,1.36113
58.92004,31.28193,1.19595
52.60049,38.86274,1.10149
58.33758,33.09003,1.30471
57.73502,32.15081,1.29724
50.06402,31.4344,1.06897
51.55111,33.35762,1.49461
59.35917,33.46087,1.13603
54.39402,34.39442,1.32851
52.38199,30.34222,1.27853
59.12002,37.12955,1.05473
50.04169,35.0976,1.92276
57.31373,38.1998,1.85719
56.59003,38.20882,1.83288
51.6226,38.24522,1.7572
50.55656,36.12951,1.89719
54.88248,34.66229,1.84831
57.74067,38.69027,1.73183
50.79477,32.56198,1.92713
54.29682,31.3914,1.9963
54.56932,39.99017,1.93601
55.09136,31.79173,1.91075
59.41126,39.30552,1.93789
59.76915,31.96164,1.71916
51.53848,34.43454,1.61377
55.96244,34.76468,1.62497
58.9652,36.4186,1.68669
54.4253,35.88563,1.87148
52.87168,30.05498,2.25646
58.77837,36.92317,2.34493
50.15256,31.89011,2.01578
58.90307,34.61856,2.03548
50.42862,31.80618,2.45092
56.38309,37.57422,2.43424
57.29824,34.06809,2.49346
51.47409,38.27762,2.39438
58.35147,35.74439,2.07651
52.28627,30.05249,2.26803
58.58985,32.75424,2.37311
51.91971,35.54913,2.39592
54.40687,31.83827,2.20728
54.64285,36.83702,2.05686
50.00062,31.54882,2.10184
53.56747,34.36361,2.16492
53.91901,35.51357,2.09445
52.04009,30.02296,2.46248
51.9296,36.05776,2.33822
50.77585,38.00704,2.18801
59.69243,34.05955,2.2005
56.12057,32.80801,2.03941
59.40027,37.19659,2.39703
53.52568,37.98407,2.10888
50.53563,32.4319,2.44213
58.42527,33.55765,2.18483
58.39338,37.31053,2.3554
52.06851,37.83176,2.35838
52.7419,39.83378,2.17163
54.1442,39.98922,2.25562
50.0499,30.89036,2.10379
56.47738,35.69996,2.00591
53.16447,34.05994,2.02595
56.35164,38.62635,2.36476
59.26566,35.49095,2.45332
55.98922,34.22619,2.47289
57.86766,34.54088,2.26443
55.43124,37.58795,2.1886
52.19279,32.75205,2.33167
54.22454,33.38529,2.0466
56.8547,33.26672,2.4815
52.50591,34.4846,2.43126
50.71926,39.69407,2.07429
51.83795,33.6998,2.36589
54.07671,39.32616,2.42402
55.77241,34.17856,2.09903
54.17485,38.24206,2.76727
57.26677,35.30444,2.53545
57.8998,30.51956,2.73591
58.35491,38.29276,2.57979
50.95856,36.19626,2.93982
53.9337,39.60711,2.9457
56.16208,35.18732,2.58676
55.9454,37.39635,2.74697
53.82191,39.62305,2.50406
58.50201,37.76516,2.52262
51.09118,37.86946,2.78666
52.90938,32.10593,2.54539
51.50786,34.39382,2.8299
58.08921,32.93642,2.72409
56.22339,33.43211,2.99909
56.19489,37.30838,2.69328
52.34746,37.27464,2.50508
54.71455,38.57321,2.65394
54.38218,38.90095,2.50264
58.24369,34.37396,2.82551
57.19566,34.68601,2.69734
54.0611,30.58912,2.78574
58.72889,35.61808,2.99946
57.33348,39.9749,2.64067
56.56862,36.28516,2.81862
50.38633,32.42712,2.57538
57.10917,36.06154,2.64974
53.62501,32.16954,2.807
53.91612,34.81321,2.52107
58.58754,30.61016,2.87416
51.65989,35.53622,2.79445
56.20109,34.94334,2.75086
54.16894,39.31484,2.67643
56.25101,39.15911,2.94899
50.50584,38.79841,2.8458
55.72546,35.08819,2.72671
58.48597,32.32716,2.75479
54.3304,38.73609,2.82788
53.36364,34.95643,2.69909
58.94385,34.59923,2.72937
51.67252,33.9788,2.54611
59.55168,34.7647,2.74307
58.1331,38.37061,2.61122
57.7207,35.49069,2.65611
55.22205,38.71184,2.67965
56.74821,33.58498,2.73995
55.55543,31.05133,2.67654
59.81619,31.12043,2.65937
53.67213,37.01089,2.6831
55.16932,39.6049,2.62483
58.53206,32.01099,2.77303
56.81392,37.89865,2.5304
50.52213,38.94216,2.95117
54.32446,39.55885,2.55958
50.05612,32.23668,2.83849
55.55574,30.09988,2.83473
50.03339,34.64692,2.53152
55.66298,31.10903,2.69023
57.16525,32.28685,2.70521
50.89277,33.80585,2.81707
50.65496,35.94961,2.74387
51.37818,36.70026,2.80229
53.02936,38.84322,2.68241
59.63758,34.43577,2.84561
50.14148,34.16528,2.92975
50.47365,38.14066,2.97875
56.26496,35.40261,2.62288
50.40119,34.52203,2.90723
56.15829,36.28554,2.89915
52.4363,39.35779,2.61382
52.40045,31.84015,2.72715
57.80609,31.78916,2.83172
55.89266,37.17291,2.523
52.77051,33.19176,2.68083
53.08809,39.61086,2.65699
51.04896,36.44496,2.67422
52.95831,34.79523,2.78327
55.78301,31.5611,2.59485
58.94818,30.44956,2.62779
58.10975,39.44333,2.70544
54.75157,37.73409,2.82895
51.23049,34.14881,2.8439
59.33714,30.47696,2.58737
53.02866,38.63582,2.99176
51.99645,30.00582,2.88533
52.03677,34.64149,2.97529
53.8484,30.11807,2.88802
50.21883,30.12082,2.68051
50.69086,38.995,2.50503
51.01695,33.36931,2.88964
52.13788,32.99771,2.83413
54.62715,32.7456,2.99331
53.09882,36.62517,2.67877
58.18364,39.73503,2.52532
57.55998,39.02495,2.69689
53.28379,38.18406,2.53375
57.76861,35.52669,3.02545
50.04041,38.81075,3.33054
53.78658,38.31474,3.43285
54.12495,34.67647,3.07574
51.89928,39.25993,3.15612
51.1955,35.35098,3.25686
56.66316,31.22695,3.19869
52.74533,38.8259,3.49472
52.3518,36.80625,3.22497
52.20525,33.74089,3.17554
52.64264,31.65746,3.43662
57.70484,30.92755,3.41534
51.20559,33.50804,3.46595
58.1095,37.46358,3.1776
54.59513,30.1619,3.25374
59.10456,30.84909,3.16973
53.87921,31.22374,3.11301
52.14406,34.18109,3.74391
57.11935,31.8664,3.73941
59.89099,38.53749,3.59723
56.74572,34.06374,3.50048
51.17401,31.62207,3.58413
59.65974,37.34817,3.77202
50.85009,39.43288,3.82017
50.63331,32.28475,3.83839
50.84345,31.30877,3.81049
56.41449,38.0489,4.20085
51.80938,34.52429,4.39237
59.48199,38.6557,4.06368
51.97501,35.47148,5.12874
56.72915,32.81261,5.28213
55.73327,32.99929,5.34401
56.35732,34.813,5.92836
56.5624,39.13081,5.55212
52.56776,37.10003,5.67231
54.01501,32.02073,6.54656
50.61404,38.5661,6.88244
56.8456,30.4681,6.59803
55.53417,39.48779,6.81182
52.64921,35.6277,6.87001
58.4477,34.40121,6.81617
56.09417,43.66463,1.02264
56.75782,44.59652,1.24242
53.79939,46.48323,1.33161
57.28399,45.6857,1.02058
58.29981,41.66082,1.42368
53.79621,49.54123,1.46618
51.84492,42.38017,1.10666
57.67042,47.13716,1.35295
52.78539,48.43389,1.30872
58.12085,46.09414,1.11304
55.22807,41.28293,1.42577
57.828,42.57457,1.7166
58.78102,43.74896,1.65021
56.0965,43.94803,1.88866
